word	lemma	method
строкатою	строкатою	lem
юрбою	юрбою	lem
одягнених	одягнених	lem
останнім	останнім	lem
писком	писком	lem
курортної	курортної	lem
моди	моди	lem
веселі	веселі	lem
жінок	жінок	lem
білозубі	білозубі	lem
посмішки	посмішки	lem
музика	музика	lem
похмуро	похмуро	lem
негоду	негоду	lem
застав	застав	lem
якось	якось	lem
розвіятися	розвіятися	lem
затіяв	затіяв	lem
строкатість	строкатість	lem
жіночого	жіночого	lem
одягу	одягу	lem
їхню	їхню	lem
надмірну	надмірну	lem
розкутість	розкутість	lem
відніс	відніс	lem
моєї	моєї	lem
наївності	наївності	lem
консерватизму	консерватизму	lem
таким	таким	lem
ретроградом	ретроградом	lem
напучував	напучував	lem
зупините	зупините	lem
яскравий	яскравий	lem
помітною	помітною	lem
хочеш	хочеш	lem
зупиниш	зупиниш	lem
наш	наш	lem
часи	часи	lem
нашої	нашої	lem
молодості	молодості	lem
вдягалися	вдягалися	lem
скромно	скромно	lem
одягаються	одягаються	lem
подивіться	подивіться	lem
слушно	слушно	lem
зовні	зовні	lem
сорокалітній	сорокалітній	lem
вдвох	вдвох	lem
вирушили	вирушили	lem
пляж	пляж	lem
теплим	теплим	lem
купався	купався	lem
затінку	затінку	lem
яному	яному	lem
зрушив	зрушив	lem
бовтався	бовтався	lem
зеленавих	зеленавих	lem
хвилях	хвилях	lem
пірнав	пірнав	lem
плавав	плавав	lem
прикладав	прикладав	lem
долоню	долоню	lem
брів	брів	lem
козирком	козирком	lem
відшукував	відшукував	lem
поглядом	поглядом	lem
здавалось	здавалось	lem
захоплювався	захоплювався	lem
рухливістю	рухливістю	lem
дихаючи	дихаючи	lem
сів	сів	lem
запливали	запливали	lem
азартніші	азартніші	lem
обіду	обіду	lem
залишивши	залишивши	lem
піску	піску	lem
наглядом	наглядом	lem
хлопчаків	хлопчаків	lem
входили	входили	lem
воду	воду	lem
поверталися	поверталися	lem
вечір	вечір	lem
малого	малого	lem
зросту	зросту	lem
скеля	скеля	lem
плавали	плавали	lem
всі	всі	lem
разом	разом	lem
купання	купання	lem
йшли	йшли	lem
винний	винний	lem
погреб	погреб	lem
аги	аги	lem
випивали	випивали	lem
добрій	добрій	lem
сулії	сулії	lem
забрала	забрала	lem
шалений	шалений	lem
ураган	ураган	lem
розкидав	розкидав	lem
світу	світу	lem
шкодуючи	шкодуючи	lem
молодістю	молодістю	lem
минула	минула	lem
безповоротно	безповоротно	lem
постарів	постарів	lem
дозволяють	дозволяють	lem
засмагати	засмагати	lem
купатися	купатися	lem
згадавши	згадавши	lem
минулого	минулого	lem
причепився	причепився	lem
звідки	звідки	lem
родом	родом	lem
живемо	живемо	lem
кімнаті	кімнаті	lem
харчуємося	харчуємося	lem
їдальні	їдальні	lem
страшно	страшно	lem
грек	грек	lem
навмисно	навмисно	lem
відповідаю	відповідаю	lem
кількома	кількома	lem
грецькими	грецькими	lem
словами	словами	lem
татарськи	татарськи	lem
дивиться	дивиться	lem
кортить	кортить	lem
довідатись	довідатись	lem
зібрався	зібрався	lem
розповісти	розповісти	lem
пляжників	пляжників	lem
ре	ре	lem
крикнув	крикнув	lem
слабким	слабким	lem
старечим	старечим	lem
замахав	замахав	lem
забув	забув	lem
світі	світі	lem
побачивши	побачивши	lem
близьку	близьку	lem
ляскали	ляскали	lem
спині	спині	lem
сміялися	сміялися	lem
круглі	круглі	lem
тумби	тумби	lem
щити	щити	lem
вулицях	вулицях	lem
заклеєні	заклеєні	lem
концертними	концертними	lem
афішами	афішами	lem
послухати	послухати	lem
ввечері	ввечері	lem
прийде	прийде	lem
пливти	пливти	lem
сум	сум	lem
хоч	хоч	lem
полярні	полярні	lem
звичні	звичні	lem
супутники	супутники	lem
тривожне	тривожне	lem
чекання	чекання	lem
невідомість	невідомість	lem
пережити	пережити	lem
важче	важче	lem
думки	думки	lem
гнітили	гнітили	lem
решту	решту	lem
заснути	заснути	lem
виявляється	виявляється	lem
даремно	даремно	lem
хвилювався	хвилювався	lem
зустрівсь	зустрівсь	lem
тривога	тривога	lem
серця	серця	lem
відлягла	відлягла	lem
потис	потис	lem
радісно	радісно	lem
рідною	рідною	lem
ваші	ваші	lem
непогані	непогані	lem
вигукнув	вигукнув	lem
радість	радість	lem
можна	можна	lem
детальніше	детальніше	lem
вирішив	вирішив	lem
витрачати	витрачати	lem
пробіг	пробіг	lem
краю	краю	lem
заваленого	заваленого	lem
паперами	паперами	lem
іншого	іншого	lem
піднімав	піднімав	lem
пересував	пересував	lem
товсті	товсті	lem
течки	течки	lem
дістав	дістав	lem
крайнього	крайнього	lem
стосу	стосу	lem
зелену	зелену	lem
узяв	узяв	lem
ганчірку	ганчірку	lem
злегка	злегка	lem
провів	провів	lem
витираючи	витираючи	lem
язав	язав	lem
мотузки	мотузки	lem
пошуках	пошуках	lem
працівники	працівники	lem
постирали	постирали	lem
попотіти	попотіти	lem
сусідньої	сусідньої	lem
підсів	підсів	lem
занурився	занурився	lem
поцятковані	поцятковані	lem
позначками	позначками	lem
номерами	номерами	lem
наказів	наказів	lem
резолюціями	резолюціями	lem
підписами	підписами	lem
хрестиками	хрестиками	lem
гачками	гачками	lem
чиновник	чиновник	lem
брав	брав	lem
язково	язково	lem
залишав	залишав	lem
документах	документах	lem
позначки	позначки	lem
заведена	заведена	lem
звинуваченням	звинуваченням	lem
вбивстві	вбивстві	lem
даної	даної	lem
покладено	покладено	lem
судової	судової	lem
помічника	помічника	lem
судді	судді	lem
середу	середу	lem
го	го	lem
грудня	грудня	lem
актом	актом	lem
судового	судового	lem
пристава	пристава	lem
вбивство	вбивство	lem
заява	заява	lem
племінника	племінника	lem
вбитого	вбитого	lem
перегляд	перегляд	lem
кримінальної	кримінальної	lem
свідоцтво	свідоцтво	lem
одержане	одержане	lem
ташалчинського	ташалчинського	lem
щодо	щодо	lem
рани	рани	lem
нібито	нібито	lem
нанесеної	нанесеної	lem
течці	течці	lem
судові	судові	lem
винесені	винесені	lem
судами	судами	lem
документів	документів	lem
долучені	долучені	lem
повідомлення	повідомлення	lem
більш	більш	lem
менш	менш	lem
совісних	совісних	lem
нижніх	нижніх	lem
йшлося	йшлося	lem
зловживання	зловживання	lem
допущених	допущених	lem
ведення	ведення	lem
відверто	відверто	lem
ігнорувалися	ігнорувалися	lem
прийняти	прийняти	lem
заяві	заяві	lem
чорнилом	чорнилом	lem
накладена	накладена	lem
резолюція	резолюція	lem
лікарю	лікарю	lem
нічого	нічого	lem
рук	рук	lem
прокурора	прокурора	lem
прокурор	прокурор	lem
розглянувши	розглянувши	lem
дає	дає	lem
вказівку	вказівку	lem
підносить	підносить	lem
прокурору	прокурору	lem
бакшиш	бакшиш	lem
взагалі	взагалі	lem
позбавляється	позбавляється	lem
їде	їде	lem
валандається	валандається	lem
ярнях	ярнях	lem
живе	живе	lem
собі	собі	lem
раніше	раніше	lem
настільки	настільки	lem
очевидною	очевидною	lem
несправедливістю	несправедливістю	lem
вчителі	вчителі	lem
губернії	губернії	lem
зажадали	зажадали	lem
суворо	суворо	lem
покараний	покараний	lem
нею	нею	lem
займається	займається	lem
відомого	відомого	lem
мурзи	мурзи	lem
язим	язим	lem
одержавши	одержавши	lem
хабара	хабара	lem
оголошує	оголошує	lem
постанову	постанову	lem
язнити	язнити	lem
рік	рік	lem
задовольнившись	задовольнившись	lem
рішенням	рішенням	lem
домагається	домагається	lem
аудієнції	аудієнції	lem
має	має	lem
наділи	наділи	lem
вплинути	вплинути	lem
тих	тих	lem
залежить	залежить	lem
винесення	винесення	lem
вироку	вироку	lem
душогубу	душогубу	lem
вимогу	вимогу	lem
повітовий	повітовий	lem
виносить	виносить	lem
язницю	язницю	lem
щомісячну	щомісячну	lem
виплату	виплату	lem
належну	належну	lem
законом	законом	lem
двом	двом	lem
синам	синам	lem
покійного	покійного	lem
їхнього	їхнього	lem
повноліття	повноліття	lem
втрутився	втрутився	lem
ускладнилося	ускладнилося	lem
серйозно	серйозно	lem
стурбований	стурбований	lem
начальника	начальника	lem
повітової	повітової	lem
земської	земської	lem
управи	управи	lem
всовує	всовує	lem
кишеню	кишеню	lem
пачку	пачку	lem
кредиток	кредиток	lem
начальнику	начальнику	lem
дарує	дарує	lem
пару	пару	lem
рисаків	рисаків	lem
референта	референта	lem
губернатора	губернатора	lem
пообіцяв	пообіцяв	lem
тридцять	тридцять	lem
валахів	валахів	lem
позбавити	позбавити	lem
цієї	цієї	lem
дурної	дурної	lem
історії	історії	lem
перша	перша	lem
світова	світова	lem
розпалюється	розпалюється	lem
дрібних	дрібних	lem
залишається	залишається	lem
безкарним	безкарним	lem
офіційного	офіційного	lem
документа	документа	lem
відісланий	відісланий	lem
язниці	язниці	lem
відбувати	відбувати	lem
перечитував	перечитував	lem
усі	усі	lem
почерками	почерками	lem
чиновників	чиновників	lem
повітових	повітових	lem
канцелярій	канцелярій	lem
жодних	жодних	lem
додаткових	додаткових	lem
знайшов	знайшов	lem
обхопивши	обхопивши	lem
руками	руками	lem
втративши	втративши	lem
язати	язати	lem
вузла	вузла	lem
знайшли	знайшли	lem
важливіше	важливіше	lem
надії	надії	lem
справдились	справдились	lem
зреагував	зреагував	lem
тобі	тобі	lem
співчуття	співчуття	lem
добрих	добрих	lem
підтримки	підтримки	lem
духу	духу	lem
відсунув	відсунув	lem
убік	убік	lem
відкрив	відкрив	lem
лице	лице	lem
вдарив	вдарив	lem
запах	запах	lem
старого	старого	lem
паперу	паперу	lem
пожовклих	пожовклих	lem
сторінках	сторінках	lem
обтріпаними	обтріпаними	lem
краями	краями	lem
оживили	оживили	lem
свідомості	свідомості	lem
забуті	забуті	lem
заглибивсь	заглибивсь	lem
відчуваючи	відчуваючи	lem
тіло	тіло	lem
охоплює	охоплює	lem
нервовий	нервовий	lem
трем	трем	lem
нахилені	нахилені	lem
праворуч	праворуч	lem
відсутність	відсутність	lem
розділових	розділових	lem
знаків	знаків	lem
великих	великих	lem
літер	літер	lem
абзаців	абзаців	lem
брунатні	брунатні	lem
середина	середина	lem
зберегла	зберегла	lem
білизну	білизну	lem
прочитав	прочитав	lem
десяток	десяток	lem
отямившись	отямившись	lem
титульну	титульну	lem
сторінку	сторінку	lem
першій	першій	lem
сторінці	сторінці	lem
рукопису	рукопису	lem
виведено	виведено	lem
нижче	нижче	lem
дужках	дужках	lem
ефенді	ефенді	lem
акуратно	акуратно	lem
переписаний	переписаний	lem
пере	пере	lem
листав	листав	lem
виправлення	виправлення	lem
олівцем	олівцем	lem
проставлені	проставлені	lem
правому	правому	lem
верхньому	верхньому	lem
куті	куті	lem
кожного	кожного	lem
листа	листа	lem
деяких	деяких	lem
особливо	особливо	lem
порядкові	порядкові	lem
стерті	стерті	lem
самому	самому	lem
перерахувати	перерахувати	lem
підозрював	підозрював	lem
існування	існування	lem
зазираючи	зазираючи	lem
плече	плече	lem
розповідь	розповідь	lem
віддала	віддала	lem
високі	високі	lem
ідеали	ідеали	lem
показував	показував	lem
кимось	кимось	lem
використаний	використаний	lem
користь	користь	lem
пролежав	пролежав	lem
похмурих	похмурих	lem
кімнатах	кімнатах	lem
забутий	забутий	lem
людьми	людьми	lem
шукаєте	шукаєте	lem
впевнений	впевнений	lem
вашого	вашого	lem
лівого	лівого	lem
ліктя	ліктя	lem
цінних	цінних	lem
історія	історія	lem
язана	язана	lem
трагедією	трагедією	lem
архіваріусу	архіваріусу	lem
сюди	сюди	lem
потрапила	потрапила	lem
подарував	подарував	lem
адвокат	адвокат	lem
одинадцять	одинадцять	lem
громадянської	громадянської	lem
одна	одна	lem
влада	влада	lem
змінювала	змінювала	lem
переховувався	переховувався	lem
січні	січні	lem
року	року	lem
приліпив	приліпив	lem
штучну	штучну	lem
бороду	бороду	lem
перестрілки	перестрілки	lem
між	між	lem
яним	яним	lem
татарином	татарином	lem
ескадронцем	ескадронцем	lem
білогвардійським	білогвардійським	lem
офіцером	офіцером	lem
смертельно	смертельно	lem
поранений	поранений	lem
здогадалися	здогадалися	lem
належав	належав	lem
адвоката	адвоката	lem
цінне	цінне	lem
візьміть	візьміть	lem
шелест	шелест	lem
вицвілі	вицвілі	lem
пахнуть	пахнуть	lem
цвіллю	цвіллю	lem
зібравсь	зібравсь	lem
поясниш	поясниш	lem
побіг	побіг	lem
мою	мою	lem
схвильованість	схвильованість	lem
насторожився	насторожився	lem
дізнався	дізнався	lem
потилицю	потилицю	lem
книжка	книжка	lem
видана	видана	lem
двісті	двісті	lem
заперечував	заперечував	lem
виняток	виняток	lem
напевно	напевно	lem
важливий	важливий	lem
спадщина	спадщина	lem
дозволити	дозволити	lem
узяти	узяти	lem
зміг	зміг	lem
заперечити	заперечити	lem
бліді	бліді	lem
написані	написані	lem
дрібним	дрібним	lem
почерком	почерком	lem
арабськи	арабськи	lem
нелегкою	нелегкою	lem
справою	справою	lem
пропустив	пропустив	lem
батумський	батумський	lem
повернення	повернення	lem
поспішно	поспішно	lem
записав	записав	lem
зошиті	зошиті	lem
залишилося	залишилося	lem
яті	яті	lem
доповнював	доповнював	lem
текст	текст	lem
якимись	якимись	lem
свідченнями	свідченнями	lem
стали	стали	lem
відомі	відомі	lem
стількох	стількох	lem
описаних	описаних	lem
тоді	тоді	lem
прочитавши	прочитавши	lem
початку	початку	lem
змусило	змусило	lem
вести	вести	lem
записи	записи	lem
чині	чині	lem
поручика	поручика	lem
кавалерії	кавалерії	lem
діяла	діяла	lem
фронті	фронті	lem
командуванням	командуванням	lem
генерала	генерала	lem
поранило	поранило	lem
куля	куля	lem
використовували	використовували	lem
угорці	угорці	lem
двох	двох	lem
місцях	місцях	lem
роздробила	роздробила	lem
стегнову	стегнову	lem
кісту	кісту	lem
переповненому	переповненому	lem
санітарному	санітарному	lem
потязі	потязі	lem
привезли	привезли	lem
фешенебельними	фешенебельними	lem
палацами	палацами	lem
розбещеним	розбещеним	lem
іноземцями	іноземцями	lem
населенням	населенням	lem
лікуванні	лікуванні	lem
лазареті	лазареті	lem
хотіли	хотіли	lem
ампутувати	ампутувати	lem
милосердні	милосердні	lem
благав	благав	lem
хочете	хочете	lem
врятуйте	врятуйте	lem
француз	француз	lem
літня	літня	lem
єврейка	єврейка	lem
переклала	переклала	lem
пробурчав	пробурчав	lem
сіла	сіла	lem
табуреті	табуреті	lem
ліжка	ліжка	lem
сумно	сумно	lem
подивилася	подивилася	lem
становище	становище	lem
поганеньке	поганеньке	lem
дірках	дірках	lem
кожен	кожен	lem
вимагати	вимагати	lem
ніж	ніж	lem
степах	степах	lem
побратими	побратими	lem
воювали	воювали	lem
ворогом	ворогом	lem
неможливе	неможливе	lem
кулемети	кулемети	lem
проливають	проливають	lem
кров	кров	lem
гинуть	гинуть	lem
робили	робили	lem
німці	німці	lem
захопили	захопили	lem
увійшли	увійшли	lem
французів	французів	lem
сподівався	сподівався	lem
диво	диво	lem
відомо	відомо	lem
ампутував	ампутував	lem
тверде	тверде	lem
днів	днів	lem
лежав	лежав	lem
нерухомо	нерухомо	lem
кістка	кістка	lem
зрослася	зрослася	lem
часто	часто	lem
буває	буває	lem
зрослась	зрослась	lem
неправильно	неправильно	lem
оперувати	оперувати	lem
заново	заново	lem
накладати	накладати	lem
боявся	боявся	lem
змилувався	змилувався	lem
наді	наді	lem
ходити	ходити	lem
милицях	милицях	lem
сьогодні	сьогодні	lem
прокинуся	прокинуся	lem
взяла	взяла	lem
передала	передала	lem
ординатору	ординатору	lem
опинився	опинився	lem
наполегливо	наполегливо	lem
просив	просив	lem
свавільній	свавільній	lem
жінці	жінці	lem
поверне	поверне	lem
знизав	знизав	lem
плечима	плечима	lem
звелів	звелів	lem
давайте	давайте	lem
лад	лад	lem
своїм	своїм	lem
ногам	ногам	lem
скаржитися	скаржитися	lem
долю	долю	lem
нога	нога	lem
стала	стала	lem
пальці	пальці	lem
коротша	коротша	lem
їй	їй	lem
зможу	зможу	lem
ступити	ступити	lem
кроку	кроку	lem
над	над	lem
твоєю	твоєю	lem
завили	завили	lem
снаряди	снаряди	lem
навчився	навчився	lem
грубо	грубо	lem
обірвала	обірвала	lem
ній	ній	lem
краплі	краплі	lem
жалю	жалю	lem
бачить	бачить	lem
безруких	безруких	lem
безногих	безногих	lem
звикла	звикла	lem
людських	людських	lem
страждань	страждань	lem
такою	такою	lem
ногою	ногою	lem
відправлять	відправлять	lem
поранених	поранених	lem
офіцерів	офіцерів	lem
ходять	ходять	lem
чутки	чутки	lem
вбили	вбили	lem
солдати	солдати	lem
трьох	трьох	lem
полків	полків	lem
повстали	повстали	lem
проти	проти	lem
шкутильгаю	шкутильгаю	lem
коридорами	коридорами	lem
лазарету	лазарету	lem
усього	усього	lem
відвик	відвик	lem
вулиць	вулиць	lem
шуму	шуму	lem
базарних	базарних	lem
майданів	майданів	lem
боку	боку	lem
бік	бік	lem
перемолов	перемолов	lem
потеруху	потеруху	lem
набиту	набиту	lem
матрац	матрац	lem
солому	солому	lem
пошкутильгаю	пошкутильгаю	lem
лягаю	лягаю	lem
нудьги	нудьги	lem
писати	писати	lem
спогади	спогади	lem
моїм	моїм	lem
другом	другом	lem
училися	училися	lem
виїхав	виїхав	lem
бачилися	бачилися	lem
зраділи	зраділи	lem
задоволені	задоволені	lem
випадало	випадало	lem
працювати	працювати	lem
сусідству	сусідству	lem
сталась	сталась	lem
трагедія	трагедія	lem
щомиті	щомиті	lem
ризикуючи	ризикуючи	lem
нарватися	нарватися	lem
кулю	кулю	lem
тумані	тумані	lem
іпритового	іпритового	lem
газу	газу	lem
постійно	постійно	lem
згадував	згадував	lem
простого	простого	lem
увесь	увесь	lem
давав	давав	lem
спокою	спокою	lem
докором	докором	lem
очах	очах	lem
товста	товста	lem
кишеня	кишеня	lem
тебе	тебе	lem
змушує	змушує	lem
мовчати	мовчати	lem
палаті	палаті	lem
просякнутій	просякнутій	lem
нудотним	нудотним	lem
ліків	ліків	lem
гнилої	гнилої	lem
плоті	плоті	lem
дружно	дружно	lem
бувало	бувало	lem
сварилися	сварилися	lem
друг	друг	lem
сперечатись	сперечатись	lem
сваритися	сваритися	lem
потерпати	потерпати	lem
мук	мук	lem
совісті	совісті	lem
миритися	миритися	lem
значиться	значиться	lem
справжнє	справжнє	lem
ім	ім	lem
називав	називав	lem
зберегти	зберегти	lem
добру	добру	lem
очистити	очистити	lem
ятницю	ятницю	lem
серпня	серпня	lem
бахчисарайських	бахчисарайських	lem
мінаретів	мінаретів	lem
залунали	залунали	lem
муедзинів	муедзинів	lem
закликаючи	закликаючи	lem
вечірньої	вечірньої	lem
молитви	молитви	lem
заїжджого	заїжджого	lem
їхала	їхала	lem
гарба	гарба	lem
накрита	накрита	lem
парусиновим	парусиновим	lem
пари	пари	lem
змучених	змучених	lem
буланих	буланих	lem
коненят	коненят	lem
запалими	запалими	lem
потемнілими	потемнілими	lem
боками	боками	lem
колін	колін	lem
запорошені	запорошені	lem
передньому	передньому	lem
лівому	лівому	lem
колесі	колесі	lem
ослаб	ослаб	lem
обруч	обруч	lem
проїхала	проїхала	lem
бруківкою	бруківкою	lem
погримуючи	погримуючи	lem
струшуючи	струшуючи	lem
передку	передку	lem
віжки	віжки	lem
зачиненими	зачиненими	lem
дверима	дверима	lem
фуражної	фуражної	lem
комори	комори	lem
батога	батога	lem
гачку	гачку	lem
сидіння	сидіння	lem
обперся	обперся	lem
пітний	пітний	lem
круп	круп	lem
зіскочив	зіскочив	lem
розсунувши	розсунувши	lem
запинала	запинала	lem
парусинового	парусинового	lem
тенту	тенту	lem
хвацькими	хвацькими	lem
вусиками	вусиками	lem
закрученими	закрученими	lem
догори	догори	lem
зійшов	зійшов	lem
притримуючись	притримуючись	lem
борт	борт	lem
ступаючи	ступаючи	lem
яні	яні	lem
смужку	смужку	lem
костюм	костюм	lem
прим	прим	lem
явся	явся	lem
вузол	вузол	lem
краватки	краватки	lem
їхав	їхав	lem
набік	набік	lem
хвилястого	хвилястого	lem
чуба	чуба	lem
спадав	спадав	lem
чоло	чоло	lem
круглої	круглої	lem
каракулевої	каракулевої	lem
шапки	шапки	lem
причепилась	причепилась	lem
суха	суха	lem
бадилина	бадилина	lem
хлопчак	хлопчак	lem
їздовий	їздовий	lem
розшукував	розшукував	lem
господаря	господаря	lem
вусатий	вусатий	lem
обпершись	обпершись	lem
однією	однією	lem
фургон	фургон	lem
вишуканій	вишуканій	lem
інкрустованій	інкрустованій	lem
ковіньці	ковіньці	lem
запинало	запинало	lem
висунулася	висунулася	lem
дженджуристому	дженджуристому	lem
чоловіку	чоловіку	lem
однорічного	однорічного	lem
малюка	малюка	lem
само	само	lem
ступила	ступила	lem
зійшла	зійшла	lem
наблизилась	наблизилась	lem
поправила	поправила	lem
вим	вим	lem
ятий	ятий	lem
прилиплий	прилиплий	lem
тіла	тіла	lem
поділ	поділ	lem
плаття	плаття	lem
розгладила	розгладила	lem
опуклому	опуклому	lem
животі	животі	lem
здогадатися	здогадатися	lem
чекає	чекає	lem
рухи	рухи	lem
спокійні	спокійні	lem
плавні	плавні	lem
зняла	зняла	lem
фірланту	фірланту	lem
тонке	тонке	lem
покривало	покривало	lem
накидали	накидали	lem
мусульманки	мусульманки	lem
струснула	струснула	lem
заколола	заколола	lem
розтріпане	розтріпане	lem
побачила	побачила	lem
чоловіка	чоловіка	lem
простягла	простягла	lem
ручки	ручки	lem
забелькотіла	забелькотіла	lem
промовляючи	промовляючи	lem
ніжні	ніжні	lem
плекає	плекає	lem
кожна	кожна	lem
своїй	своїй	lem
дитині	дитині	lem
узяла	узяла	lem
немовля	немовля	lem
пригорнула	пригорнула	lem
погойдуючи	погойдуючи	lem
руках	руках	lem
розпрягай	розпрягай	lem
коні	коні	lem
хлопчаку	хлопчаку	lem
обсохнуть	обсохнуть	lem
дай	дай	lem
води	води	lem
сіна	сіна	lem
підліток	підліток	lem
буркнув	буркнув	lem
образившись	образившись	lem
вважає	вважає	lem
дитиною	дитиною	lem
упряж	упряж	lem
зняв	зняв	lem
шлеї	шлеї	lem
вуздечку	вуздечку	lem
недоуздки	недоуздки	lem
краще	краще	lem
своїми	своїми	lem
справами	справами	lem
дядьку	дядьку	lem
зроблю	зроблю	lem
будеш	будеш	lem
ночувати	ночувати	lem
новина	новина	lem
заїжджий	заїжджий	lem
двір	двір	lem
сторожі	сторожі	lem
доглядачі	доглядачі	lem
кухарі	кухарі	lem
вагарі	вагарі	lem
знайомі	знайомі	lem
знайомства	знайомства	lem
житті	житті	lem
напоїти	напоїти	lem
важливіші	важливіші	lem
гарбі	гарбі	lem
великі	великі	lem
кошики	кошики	lem
слив	слив	lem
груш	груш	lem
прикриті	прикриті	lem
зів	зів	lem
ялим	ялим	lem
лопушинням	лопушинням	lem
якнайшвидше	якнайшвидше	lem
відвезти	відвезти	lem
базар	базар	lem
здати	здати	lem
постійному	постійному	lem
батьковому	батьковому	lem
гуртовому	гуртовому	lem
покупцеві	покупцеві	lem
пізно	пізно	lem
купить	купить	lem
бакалійній	бакалійній	lem
крамниці	крамниці	lem
каву	каву	lem
цукор	цукор	lem
гас	гас	lem
халву	халву	lem
заходу	заходу	lem
сонця	сонця	lem
буде	буде	lem
крім	крім	lem
батькового	батькового	lem
доручення	доручення	lem
думаєте	думаєте	lem
повнісінько	повнісінько	lem
циганів	циганів	lem
дресированим	дресированим	lem
ведмедем	ведмедем	lem
подивитись	подивитись	lem
зустрітись	зустрітись	lem
друзяками	друзяками	lem
вирушать	вирушать	lem
потягом	потягом	lem
завезти	завезти	lem
закінчиш	закінчиш	lem
зайди	зайди	lem
пригладив	пригладив	lem
поправив	поправив	lem
голові	голові	lem
шапку	шапку	lem
спираючись	спираючись	lem
ковіньку	ковіньку	lem
срібним	срібним	lem
набалдашником	набалдашником	lem
вапнякової	вапнякової	lem
арки	арки	lem
цегляній	цегляній	lem
стіні	стіні	lem
пішла	пішла	lem
переклавши	переклавши	lem
однієї	однієї	lem
арку	арку	lem
звернули	звернули	lem
відчинив	відчинив	lem
двостулкові	двостулкові	lem
притримав	притримав	lem
пропускаючи	пропускаючи	lem
дружину	дружину	lem
пройшли	пройшли	lem
вузьким	вузьким	lem
темним	темним	lem
чавунних	чавунних	lem
свічниках	свічниках	lem
прибитих	прибитих	lem
стін	стін	lem
потріскуючи	потріскуючи	lem
горіли	горіли	lem
грубі	грубі	lem
воскові	воскові	lem
свічі	свічі	lem
важкий	важкий	lem
приємний	приємний	lem
дух	дух	lem
літні	літні	lem
вікна	вікна	lem
виходило	виходило	lem
сад	сад	lem
весела	весела	lem
компанія	компанія	lem
грала	грала	lem
доміно	доміно	lem
виграв	виграв	lem
програв	програв	lem
розібратися	розібратися	lem
веселий	веселий	lem
регіт	регіт	lem
свідчив	свідчив	lem
гра	гра	lem
цікавою	цікавою	lem
вибуху	вибуху	lem
реготу	реготу	lem
примовкали	примовкали	lem
повертали	повертали	lem
куток	куток	lem
грою	грою	lem
купецькі	купецькі	lem
синки	синки	lem
звертали	звертали	lem
уваги	уваги	lem
весело	весело	lem
грамофона	грамофона	lem
темному	темному	lem
комоді	комоді	lem
лилася	лилася	lem
романтична	романтична	lem
пісня	пісня	lem
популярний	популярний	lem
співак	співак	lem
століття	століття	lem
людськими	людськими	lem
головами	головами	lem
висів	висів	lem
тютюновий	тютюновий	lem
дим	дим	lem
змішаний	змішаний	lem
кави	кави	lem
унутмадынъыз	унутмадынъыз	lem
севесинъиз	севесинъиз	lem
экспресс	экспресс	lem
чёллерини	чёллерини	lem
озып	озып	lem
копюрине	копюрине	lem
вагонынынъ	вагонынынъ	lem
купесинде	купесинде	lem
диван	диван	lem
ешерген	ешерген	lem
уфакълы	уфакълы	lem
ирили	ирили	lem
голлер	голлер	lem
ашлыкъ	ашлыкъ	lem
ызанлары	ызанлары	lem
тазерип	тазерип	lem
сейирге	сейирге	lem
далгъан	далгъан	lem
топрагъында	топрагъында	lem
булунгъаныны	булунгъаныны	lem
дуйгъан	дуйгъан	lem
севинч	севинч	lem
достумны	достумны	lem
союмны	союмны	lem
сопумны	сопумны	lem
менсиз	менсиз	lem
кирмеген	кирмеген	lem
аркъадашларым	аркъадашларым	lem
хатырламайдырлар	хатырламайдырлар	lem
озенлерде	озенлерде	lem
акъты	акъты	lem
урба	урба	lem
ипрандырдылар	ипрандырдылар	lem
тюрленди	тюрленди	lem
денъишмей	денъишмей	lem
эсирлигиндем	эсирлигиндем	lem
долангъан	долангъан	lem
олайыкъ	олайыкъ	lem
гимназия	гимназия	lem
гимназиянынъ	гимназиянынъ	lem
мудирини	мудирини	lem
ташында	ташында	lem
каракуль	каракуль	lem
шишман	шишман	lem
сёзлеримизнинъ	сёзлеримизнинъ	lem
къачырмай	къачырмай	lem
динълеген	динълеген	lem
заметнен	заметнен	lem
сокъулды	сокъулды	lem
мудирнинъ	мудирнинъ	lem
сааттан	сааттан	lem
келеджегини	келеджегини	lem
хызметинден	хызметинден	lem
къапыдаки	къапыдаки	lem
зар	зар	lem
сорамагъа	сорамагъа	lem
гъурур	гъурур	lem
окъугъанымыздан	окъугъанымыздан	lem
кельгенге	кельгенге	lem
бердик	бердик	lem
тереклерининъ	тереклерининъ	lem
скемлеге	скемлеге	lem
янымызгъа	янымызгъа	lem
вуджутлы	вуджутлы	lem
тёгерек	тёгерек	lem
юзьлю	юзьлю	lem
тиши	тиши	lem
къаршымызда	къаршымызда	lem
джеплерине	джеплерине	lem
сокъып	сокъып	lem
бильгиге	бильгиге	lem
саип	саип	lem
олгъанымызны	олгъанымызны	lem
беллеп	беллеп	lem
сёйледик	сёйледик	lem
тантаналы	тантаналы	lem
енъини	енъини	lem
гъурурлы	гъурурлы	lem
тавурны	тавурны	lem
айлангъанда	айлангъанда	lem
кесмей	кесмей	lem
алынъызнен	алынъызнен	lem
гимназиягъа	гимназиягъа	lem
алырлармы	алырлармы	lem
сыкъылдыкъ	сыкъылдыкъ	lem
